Benchmark,Config,Instability,Time,Average,CI Lower,CI Upper
jenetics#io.jenetics.util.ThreadIDPerf.getThreadId#,"(5, 100)",0.0180526443139356,500,37.48391930159434,37.241671657819836,37.92214243717373
jenetics#io.jenetics.util.SeqPerf.array_set#,"(5, 100)",0.45181454378894353,500,0.014662189571551675,0.011866510012883354,0.01840339052914374
jenetics#io.jenetics.internal.util.IndexSorterPerf.insertionSort160#,"(5, 100)",0.01048940513013958,500,16782.046371913773,16694.71355340113,16871.7607201828
jenetics#io.jenetics.util.SeqPerf.arrayList_contains#,"(1, 22)",0.009883971835004385,22,619.679900243421,617.4723950063294,623.8198052070064
jenetics#io.jenetics.util.SeqPerf.array_forLoop#,"(5, 100)",1.066039703793602,500,0.007186779142634815,0.00564389660567523,0.01120993903170115
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf80#,"(5, 100)",0.038192925638686565,500,55.676773153438035,54.61151514246646,56.76823803675654
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf20#,"(5, 100)",0.015158830606351948,500,45.16118576552883,44.862205673946654,45.54626607633385
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf10#,"(5, 100)",0.025421785030688336,500,42.51229376368495,42.04511234577842,43.106436664190724
jenetics#io.jenetics.util.SeqPerf.array_get#,"(5, 100)",0.740879348693478,500,0.0069661916576525835,0.005391883044549918,0.010586703498272293
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf40#,"(5, 100)",0.030845681385530527,500,50.88191429893054,50.079454189057174,51.693838486992426
jenetics#io.jenetics.util.SeqPerf.arrayList_forLoop#,"(5, 100)",0.025397839538566565,500,1.007353357289214,1.0047723401165065,1.0327436324733266
jenetics#io.jenetics.util.SeqPerf.mseq_set#,"(5, 100)",0.7145617441859992,500,0.013790378147278107,0.010279912588629153,0.020026020516948812
jenetics#io.jenetics.util.SeqPerf.mseq_contains#,"(1, 48)",0.009939820331366957,48,713.8195289037849,711.7219016079679,718.6128063105521
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160#,"(5, 100)",0.03824384171132369,500,60.331076346077445,59.17698505799498,61.45472383922653
jenetics#io.jenetics.internal.util.IndexSorterPerf.heapSort250#,"(1, 97)",0.009724861665760273,97,19985.523381563115,19899.645002687557,20093.842016609182
jenetics#io.jenetics.util.SeqPerf.arrayList_set#,"(5, 100)",0.6821917283648444,500,0.013098399051574571,0.01021015295633702,0.01891293019752557
jenetics#io.jenetics.internal.util.IndexSorterPerf.insertionSort250#,"(5, 100)",0.010862998554049949,500,37743.37489589454,37550.7236122187,37940.71474122568
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf40#,"(5, 100)",0.011506935223430907,500,50.33538465574464,50.07428936157903,50.66272193339215
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf250#,"(5, 100)",0.011062424388619754,500,130.80411309604008,130.14650270257766,131.6382499101724
jenetics#io.jenetics.util.SeqPerf.arrayList_forEachLoop#,"(4, 86)",0.00992624510904302,344,1.01301646204645,1.0095419077618286,1.0195543200148531
jenetics#io.jenetics.internal.util.IndexSorterPerf.heapSort160#,"(3, 87)",0.009851530105163608,261,10914.793627341523,10865.774380792725,10974.00728211085
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15#,"(5, 100)",0.01564700815186443,500,42.97765081167726,42.71886959411741,43.394060698263665
jenetics#io.jenetics.internal.util.IndexSorterPerf.insertionSort320#,"(5, 100)",0.010561010274058124,500,60623.39960730341,60296.991808685154,60925.28420345538
jenetics#io.jenetics.internal.util.IndexSorterPerf.insertionSort80#,"(5, 100)",0.015424912057878994,500,4552.475133132366,4517.314410717164,4586.776602293735
jenetics#io.jenetics.util.SeqPerf.mseq_forLoop#,"(5, 100)",0.06633901783507469,500,1.0086084143612433,1.0047729827170702,1.017855944064096
jenetics#io.jenetics.util.SeqPerf.array_copy#,"(5, 100)",0.46683136596970626,500,0.08730164254313179,0.0722530594212343,0.11274641658313493
jenetics#io.jenetics.util.SeqPerf.arrayList_copy#,"(5, 100)",0.5170483942624919,500,0.08695828889049115,0.07077086341533378,0.11547446428138747
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf250#,"(5, 100)",0.03529777424602193,500,65.0204668668308,63.895208028433366,66.12111599898626
jenetics#io.jenetics.internal.util.IndexSorterPerf.heapSort320#,"(2, 56)",0.009907380851733785,112,26672.29574570119,26561.518444474932,26834.43596589917
jenetics#io.jenetics.util.SeqPerf.mseq_get#,"(5, 100)",0.0346477819810094,500,1.0076414294454374,1.0048566875901965,1.0408185302606754
jenetics#io.jenetics.util.SeqPerf.mseq_copy#,"(5, 100)",0.943417158684871,500,0.1455826961379828,0.10275949207044544,0.24090006814983347
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf160#,"(5, 100)",0.01359107108095901,500,100.98234241354378,100.33369533391243,101.7272643788093
jenetics#io.jenetics.internal.util.IndexSorterPerf.heapSort80#,"(3, 75)",0.009966853678406976,225,5713.531860864643,5685.97377904368,5743.400230743018
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf80#,"(5, 100)",0.022879126403345836,500,64.70451398516369,64.0431007584633,65.5612888425708
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf15#,"(5, 100)",0.013264504479024221,500,42.23078615353258,41.99937121728273,42.5621564589469
jenetics#io.jenetics.util.ThreadIDPerf.getThread#,"(5, 100)",0.01973421735729973,500,35.41548107598634,35.16611381687807,35.85789152561275
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10#,"(5, 100)",0.014610428857845264,500,42.8980386878489,42.60517812378681,43.25851550965648
jenetics#io.jenetics.util.SeqPerf.arrayList_get#,"(5, 90)",0.006808906061548672,450,1.0061465902467959,1.0044454332751238,1.018543039543078
jenetics#io.jenetics.util.SeqPerf.mseq_forEachLoop#,"(5, 100)",0.013712819687854637,500,1.013371586839554,1.0093626965700953,1.0233097035658976
jenetics#io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf20#,"(5, 100)",0.018249693280110255,500,44.90247218188245,44.55358055956468,45.401168625087045
